"custom_rate","code","duty_free_tl","name","category_id:id","id"
"3.673","870410","0.0","Dumpers for off-highway use","categ_8704","hs_code_870410"
"3.673","870421","0.0","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine 'diesel or semi-diesel engine' of a gross vehicle weight <= 5 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)","categ_8704","hs_code_870421"
"3.673","870422","0.0","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine 'diesel or semi-diesel engine' of a gross vehicle weight > 5 t but <= 20 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)","categ_8704","hs_code_870422"
"3.673","870423","0.0","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine 'diesel or semi-diesel engine' of a gross vehicle weight > 20 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)","categ_8704","hs_code_870423"
"3.673","870431","0.0","Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight <= 5 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)","categ_8704","hs_code_870431"
"3.673","870432","0.0","Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight > 5 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)","categ_8704","hs_code_870432"
"3.673","870490","0.0","Motor vehicles for the transport of goods, with engines other than internal combustion piston engine (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)","categ_8704","hs_code_870490"
"3.673","870510","0.0","Crane lorries (excl. breakdown lorries)","categ_8705","hs_code_870510"
"3.673","870520","0.0","Mobile drilling derricks","categ_8705","hs_code_870520"
"3.673","870530","0.0","Fire fighting vehicles (excl. vehicles for transporting persons)","categ_8705","hs_code_870530"
"3.673","870540","0.0","Concrete-mixer lorries","categ_8705","hs_code_870540"
"3.673","870590","0.0","Special purpose motor vehicles (other than those principally designed for the transport of persons or goods and excl. concrete-mixer lorries, fire fighting vehicles, mobile drilling derricks and crane lorries)","categ_8705","hs_code_870590"
"3.673","870600","0.0","Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles of heading 8701 to 8705 (excl. those with engines and cabs)","categ_8706","hs_code_870600"
"3.673","870710","0.0","Bodies for motor cars and other motor vehicles principally designed for the transport of persons","categ_8707","hs_code_870710"
"3.673","870790","0.0","Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles for the transport of goods and special purpose motor vehicles of heading 8705","categ_8707","hs_code_870790"
"3.673","870810","0.0","Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870810"
"3.673","870821","0.0","Safety seat belts for motor vehicles","categ_8708","hs_code_870821"
"3.673","870829","0.0","Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles (excl. bumpers and parts thereof and safety seat belts)","categ_8708","hs_code_870829"
"3.673","870830","0.0","Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870830"
"3.673","870840","0.0","Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870840"
"3.673","870850","0.0","Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles, and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870850"
"3.673","870870","0.0","Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870870"
"3.673","870880","0.0","Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870880"
"3.673","870891","0.0","Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870891"
"3.673","870892","0.0","Silencers 'mufflers' and exhaust pipes, and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870892"
"3.673","870893","0.0","Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870893"
"3.673","870894","0.0","Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870894"
"3.673","870895","0.0","Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870895"
"3.673","870899","0.0","Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s.","categ_8708","hs_code_870899"
"3.673","870911","0.0","Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms","categ_8709","hs_code_870911"
"3.673","870919","0.0","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms (excl. electrical trucks)","categ_8709","hs_code_870919"
"3.673","870990","0.0","Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods, incl. tractors for railways station platforms, n.e.s.","categ_8709","hs_code_870990"
"3.673","871000","0.0","Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles, n.e.s.","categ_8710","hs_code_871000"
"3.673","871110","0.0","Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal combustion piston engine of a cylinder capacity <= 50 cm³","categ_8711","hs_code_871110"
"3.673","871120","0.0","Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder capacity > 50 cm³ but <= 250 cm³","categ_8711","hs_code_871120"
"3.673","871130","0.0","Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder capacity > 250 cm³ but <= 500 cm³","categ_8711","hs_code_871130"
"3.673","871140","0.0","Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder capacity > 500 cm³ but <= 800 cm³","categ_8711","hs_code_871140"
"3.673","871150","0.0","Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder capacity > 800 cm³","categ_8711","hs_code_871150"
"3.673","871190","0.0","Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles (excl. with reciprocating internal combustion piston engine)","categ_8711","hs_code_871190"
"3.673","871200","0.0","Bicycles and other cycles, incl. delivery tricycles, not motorised","categ_8712","hs_code_871200"
"3.673","871310","100.0","Carriages for disabled persons, not mechanically propelled","categ_8713","hs_code_871310"
"3.673","871390","100.0","Carriages for disabled persons, motorised or otherwise mechanically propelled (excl. specially designed motor vehicles and bicycles)","categ_8713","hs_code_871390"
"3.673","871410","0.0","Parts and accessories of motorcycles, incl. mopeds, n.e.s.","categ_8714","hs_code_871410"
"3.673","871420","100.0","Parts and accessories for carriages for disabled persons, n.e.s.","categ_8714","hs_code_871420"
"3.673","871491","0.0","Frames and forks, and parts thereof, for cycles, n.e.s. (excl. for motorcycles)","categ_8714","hs_code_871491"
"3.673","871492","0.0","Wheel rims and spokes, for cycles (excl. for motorcycles)","categ_8714","hs_code_871492"
"3.673","871493","0.0","Hubs and free-wheel sprocket-wheels for cycles (excl. for motorcycles and coaster braking hubs and hub brakes)","categ_8714","hs_code_871493"
"3.673","871494","0.0","Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excl. for motorcycles)","categ_8714","hs_code_871494"
"3.673","871495","0.0","Saddles for cycles (excl. for motorcycles)","categ_8714","hs_code_871495"
"3.673","871496","0.0","Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.","categ_8714","hs_code_871496"
"3.673","871499","0.0","Parts and accessories, for bicycles, n.e.s.","categ_8714","hs_code_871499"
"3.673","871500","0.0","Baby carriages and parts thereof, n.e.s.","categ_8715","hs_code_871500"
"3.673","871610","0.0","Trailers and semi-trailers of the caravan type, for housing or camping","categ_8716","hs_code_871610"
"3.673","871620","0.0","Self-loading or self-unloading trailers and semi-trailers for agricultural purposes","categ_8716","hs_code_871620"
"3.673","871631","0.0","Tanker trailers and tanker semi-trailers, not designed for running on rails","categ_8716","hs_code_871631"
"3.673","871639","0.0","Trailers and semi-trailers for the transport of goods, not designed for running on rails (excl. self-loading or self-unloading trailers and semi-trailers for agricultural purposes and tanker trailers and tanker semi-trailers)","categ_8716","hs_code_871639"
"3.673","871640","0.0","Trailers and semi-trailers, not designed for running on rails (excl. trailers and semi-trailers for the transport of goods and those of the caravan type for housing or camping)","categ_8716","hs_code_871640"
"3.673","871680","0.0","Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excl. trailers and semi-trailers)","categ_8716","hs_code_871680"
"3.673","871690","0.0","Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.","categ_8716","hs_code_871690"
"3.673","880100","0.0","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft","categ_8801","hs_code_880100"
"3.673","880211","100.0","Helicopters of an unladen weight <= 2.000 kg","categ_8802","hs_code_880211"
"3.673","880212","100.0","Helicopters of an unladen weight > 2.000 kg","categ_8802","hs_code_880212"
"3.673","880220","100.0","Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters and dirigibles)","categ_8802","hs_code_880220"
"3.673","880230","100.0","Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. helicopters and dirigibles)","categ_8802","hs_code_880230"
"3.673","880240","100.0","Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters and dirigibles)","categ_8802","hs_code_880240"
"3.673","880260","100.0","Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles","categ_8802","hs_code_880260"
"3.673","880310","0.0","Propellers and rotors and parts thereof, for aircraft, n.e.s.","categ_8803","hs_code_880310"
"3.673","880320","0.0","Under-carriages and parts thereof, for aircraft, n.e.s.","categ_8803","hs_code_880320"
"3.673","880330","0.0","Parts of aeroplanes or helicopters, n.e.s. (excl. those for gliders)","categ_8803","hs_code_880330"
"3.673","880390","0.0","Parts of aircraft and spacecraft, n.e.s.","categ_8803","hs_code_880390"
"3.673","880400","0.0","Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories thereto, n.e.s.","categ_8804","hs_code_880400"
"3.673","880510","0.0","Aircraft launching gear and parts thereof, n.e.s. (excl. motor winches for launching gliders); deck-arrestor or similar gear and parts thereof, n.e.s.","categ_8805","hs_code_880510"
"3.673","880521","0.0","Air combat simulators and parts thereof","categ_8805","hs_code_880521"
"3.673","880529","100.0","Ground flying trainers and parts thereof, n.e.s. (excl. air combat simulators and parts thereof)","categ_8805","hs_code_880529"
"3.673","890110","100.0","Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds","categ_8901","hs_code_890110"
"3.673","890120","100.0","Tankers","categ_8901","hs_code_890120"
"3.673","890130","100.0","Refrigerated vessels (excl. tankers)","categ_8901","hs_code_890130"
"3.673","890190","100.0","Vessels for the transport of goods and vessels for the transport of both persons and goods (excl. refrigerated vessels, tankers, ferry-boats and vessels principally designed for the transport of persons)","categ_8901","hs_code_890190"
"3.673","890200","100.0","Fishing vessels; factory ships and other vessels for processing or preserving fishery products (excl. fishing boats for sport)","categ_8902","hs_code_890200"
"3.673","890310","0.0","Inflatable vessels for pleasure or sports","categ_8903","hs_code_890310"
"3.673","890391","0.0","Sailboats and yachts, with or without auxiliary motor, for pleasure or sports","categ_8903","hs_code_890391"
"3.673","890392","0.0","Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)","categ_8903","hs_code_890392"
"3.673","890399","0.0","Vessels for pleasure or sports; rowing boats (excl. motor boats and motor yachts powered other than by outboard motors, sailboats and yachts with or without auxiliary motor and inflatable boats)","categ_8903","hs_code_890399"
"3.673","890400","100.0","Tugs and pusher craft","categ_8904","hs_code_890400"
"3.673","890510","100.0","Dredgers","categ_8905","hs_code_890510"
"3.673","890520","100.0","Floating or submersible drilling or production platforms","categ_8905","hs_code_890520"
"3.673","890590","100.0","Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function (excl. dredgers, floating or submersible drilling or production platforms; fishing vessels and warships)","categ_8905","hs_code_890590"
"3.673","890610","100.0","Warships of all kinds","categ_8906","hs_code_890610"
"3.673","890690","100.0","Vessels, incl. lifeboats (excl. warships, rowing boats and other vessels of heading 8901 to 8905 and vessels for breaking up)","categ_8906","hs_code_890690"
"3.673","890710","100.0","Inflatable rafts","categ_8907","hs_code_890710"
"3.673","890790","100.0","Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excl. inflatable rafts, vessels of heading 8901 to 8906 and floating structures for breaking up)","categ_8907","hs_code_890790"
"3.673","890800","100.0","Vessels and other floating structures for breaking up","categ_8908","hs_code_890800"
"3.673","900110","0.0","Optical fibres, optical fibre bundles and cables (excl. made up of individually sheathed fibres of heading 8544)","categ_9001","hs_code_900110"
"3.673","900120","0.0","Sheets and plates of polarising material","categ_9001","hs_code_900120"
"3.673","900130","0.0","Contact lenses","categ_9001","hs_code_900130"
"3.673","900140","0.0","Spectacle lenses of glass","categ_9001","hs_code_900140"
"3.673","900150","0.0","Spectacle lenses of materials other than glass","categ_9001","hs_code_900150"
"3.673","900190","0.0","Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excl. such elements of glass not optically worked, contact lenses and spectacle lenses)","categ_9001","hs_code_900190"
"3.673","900211","0.0","Objective lenses for cameras, projectors or photographic enlargers or reducers","categ_9002","hs_code_900211"
"3.673","900219","0.0","Objective lenses (excl. for cameras, projectors or photographic enlargers or reducers)","categ_9002","hs_code_900219"
"3.673","900220","0.0","Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed or mounted","categ_9002","hs_code_900220"
"3.673","900290","0.0","Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of or fittings for instruments or apparatus (excl. objective lenses for cameras, projectors or photographic enlargers or reducers, such elements of glass not optically worked, and filters)","categ_9002","hs_code_900290"
"3.673","900311","0.0","Frames and mountings for spectacles, goggles or the like, of plastics","categ_9003","hs_code_900311"
"3.673","900319","0.0","Frames and mountings for spectacles, goggles or the like (excl. of plastics)","categ_9003","hs_code_900319"
"3.673","900390","0.0","Parts of frames and mountings for spectacles, goggles or the like, n.e.s.","categ_9003","hs_code_900390"
"3.673","900410","0.0","Sunglasses","categ_9004","hs_code_900410"
"3.673","900490","0.0","Spectacles, goggles and the like, corrective, protective or other (excl. spectacles for testing eyesight, sunglasses, contact lenses, spectacle lenses and frames and mountings for spectacles)","categ_9004","hs_code_900490"
"3.673","900510","0.0","Binoculars","categ_9005","hs_code_900510"
"3.673","900580","0.0","Monoculars, astronomical and other optical telescopes and other astronomical instruments (excl. binoculars, instruments for radio-astronomy and other instruments or apparatus specified elsewhere)","categ_9005","hs_code_900580"
"3.673","900590","0.0","Parts and accessories, incl. mountings, for binoculars, monoculars, astronomical and other optical telescopes, and other astronomical instruments, n.e.s.","categ_9005","hs_code_900590"
"3.673","900610","0.0","Cameras of a kind used for preparing printing plates or cylinders","categ_9006","hs_code_900610"
"3.673","900630","0.0","Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological laboratories","categ_9006","hs_code_900630"
"3.673","900640","0.0","Instant print cameras (excl. special cameras of subheading 9006.10 or 9006.30)","categ_9006","hs_code_900640"
"3.673","900651","0.0","Cameras with a through-the-lens viewfinder [single lens reflex 'SLR'] for roll film of a width of <= 35 mm (excl. instant print cameras and special camereas of subheading 9006.10 or 9006.30)","categ_9006","hs_code_900651"
"3.673","900652","0.0","Cameras for roll film of a width of < 35 mm (excl. instant print cameras, single lens reflex 'SLR' cameras and special cameras of subheading 9006.10 or 9006.30)","categ_9006","hs_code_900652"
"3.673","900653","0.0","Cameras for roll film of a width of 35 mm (excl. instant print cameras, single lens reflex cameras and special cameras of subheading 9006.10 or 9006.30)","categ_9006","hs_code_900653"
"3.673","900659","0.0","Cameras for roll film of a width of > 35 mm or for film in the flat (excl. instant print cameras and special cameras of subheading 9006.10 or 9006.30)","categ_9006","hs_code_900659"
"3.673","900661","0.0","Electronic discharge lamp flashlight apparatus for photographic purposes","categ_9006","hs_code_900661"
"3.673","900669","0.0","Photographic flashlights and flashlight apparatus (excl. with electronic discharge lamps)","categ_9006","hs_code_900669"
"3.673","900691","0.0","Parts and accessories for photographic cameras, n.e.s.","categ_9006","hs_code_900691"
"3.673","900699","0.0","Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.","categ_9006","hs_code_900699"
"3.673","900710","0.0","Cinematographic cameras","categ_9007","hs_code_900710"
"3.673","900720","0.0","Cinematographic projectors","categ_9007","hs_code_900720"
"3.673","900791","0.0","Parts and accessories for cinematographic cameras, n.e.s.","categ_9007","hs_code_900791"
"3.673","900792","0.0","Parts and accessories for cinematographic projectors, n.e.s.","categ_9007","hs_code_900792"
"3.673","900850","0.0","Image projectors, and photographic enlargers and reducers (excl. cinematographic and parts)","categ_9008","hs_code_900850"
"3.673","900890","0.0","Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.","categ_9008","hs_code_900890"
"3.673","901010","0.0","Apparatus and equipment for automatically developing photographic or cinematographic film or paper in rolls or for automatically exposing developed film to rolls of photographic paper","categ_9010","hs_code_901010"
"3.673","901050","0.0","Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes","categ_9010","hs_code_901050"
"3.673","901060","0.0","Projection screens","categ_9010","hs_code_901060"
"3.673","901090","0.0","Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, negatoscopes and projection screens, n.e.s.","categ_9010","hs_code_901090"
"3.673","901110","100.0","Stereoscopic optical microscopes","categ_9011","hs_code_901110"
"3.673","901120","100.0","Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excl. stereoscopic microscopes)","categ_9011","hs_code_901120"
"3.673","901180","0.0","Optical microscopes (excl. for photomicrography, cinephotomicrography or microprojection, stereoscopic microscopes, binocular microscopes for ophthalmology and instruments, appliances and machines of heading 9031)","categ_9011","hs_code_901180"
"3.673","901190","100.0","Parts and accessories for compound optical microscopes, n.e.s.","categ_9011","hs_code_901190"
"3.673","901210","100.0","Electron microscopes, proton microscopes and diffraction apparatus","categ_9012","hs_code_901210"
"3.673","901290","100.0","Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, n.e.s.","categ_9012","hs_code_901290"
"3.673","901310","0.0","Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of chapter 90 or Section 16, chapters 84 and 85","categ_9013","hs_code_901310"
"3.673","901320","0.0","Lasers (excl. laser diodes)","categ_9013","hs_code_901320"
"3.673","901380","25.0","Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified in chapter 90","categ_9013","hs_code_901380"
"3.673","901390","50.0","Parts and accessories for liquid crystal devices 'LCD', lasers and other appliances and instruments not elsewhere specified in chapter 90, n.e.s.","categ_9013","hs_code_901390"
"3.673","901410","0.0","Direction finding compasses","categ_9014","hs_code_901410"
"3.673","901420","0.0","Instruments and appliances for aeronautical or space navigation (excl. compasses and radio navigational equipment)","categ_9014","hs_code_901420"
"3.673","901480","0.0","Navigational instruments and apparatus (excl. for aeronautical or space navigation, compasses and radio navigational equipment)","categ_9014","hs_code_901480"
"3.673","901490","0.0","Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.","categ_9014","hs_code_901490"
"3.673","901510","0.0","Rangefinders","categ_9015","hs_code_901510"
"3.673","901520","0.0","Theodolites and tachymeters 'tacheometers'","categ_9015","hs_code_901520"
"3.673","901530","0.0","Levels","categ_9015","hs_code_901530"
"3.673","901540","0.0","Photogrammetrical surveying instruments and appliances","categ_9015","hs_code_901540"
"3.673","901580","0.0","Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, meteorology or geophysics (excl. compasses, rangefinders, theodolites, tachymeters 'tacheometers', levels and photogrammetrical surveying instruments and appliances)","categ_9015","hs_code_901580"
"3.673","901590","0.0","Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical surveying, hydrography, oceanography, hydrology, meteorology or geophysics, and for rangefinders, n.e.s.","categ_9015","hs_code_901590"
"3.673","901600","0.0","Balances of a sensitivity of 50 mg or better, with or without weights","categ_9016","hs_code_901600"
"3.673","901710","50.0","Drafting tables and machines, whether or not automatic (excl. units for automatic data-processing equipment)","categ_9017","hs_code_901710"
"3.673","901720","100.0","Drawing, marking-out and mathematical calculating instruments (excl. drafting tables and machines and calculating machines)","categ_9017","hs_code_901720"
"3.673","901730","0.0","Micrometers, callipers and gauges (excl. gauges without adjustable devices of subheading 9031.80)","categ_9017","hs_code_901730"
"3.673","901780","0.0","Instruments for measuring length, for use in the hand, n.e.s.","categ_9017","hs_code_901780"
"3.673","901790","100.0","Parts and accessories for drawing, marking-out or mathematical calculating instruments and instruments for measuring length for use in the hand, n.e.s.","categ_9017","hs_code_901790"
"3.673","901811","0.0","Electro-cardiographs","categ_9018","hs_code_901811"
"3.673","901812","0.0","Ultrasonic scanning apparatus","categ_9018","hs_code_901812"
"3.673","901813","0.0","Magnetic resonance imaging apparatus","categ_9018","hs_code_901813"
"3.673","901814","0.0","Scintigraphic apparatus","categ_9018","hs_code_901814"
"3.673","901819","0.0","Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for checking physiological parameters (excl. electro-cardiographs, ultrasonic scanning apparatus, magnetic resonance imaging apparatus and scintigraphic apparatus)","categ_9018","hs_code_901819"
"3.673","901820","0.0","Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences","categ_9018","hs_code_901820"
"3.673","901831","0.0","Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences","categ_9018","hs_code_901831"
"3.673","901832","0.0","Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary sciences","categ_9018","hs_code_901832"
"3.673","901839","0.0","Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary sciences (excl. syringes, tubular metal needles and needles for sutures)","categ_9018","hs_code_901839"
"3.673","901841","0.0","Dental drill engines, whether or not combined on a single base with other dental equipment","categ_9018","hs_code_901841"
"3.673","901849","0.0","Instruments and appliances used in dental sciences, n.e.s.","categ_9018","hs_code_901849"
"3.673","901850","0.0","Ophthalmic instruments and appliances, n.e.s.","categ_9018","hs_code_901850"
"3.673","901890","0.0","Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.","categ_9018","hs_code_901890"
"3.673","901910","0.0","Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus","categ_9019","hs_code_901910"
"3.673","901920","0.0","Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus","categ_9019","hs_code_901920"
"3.673","902000","0.0","Breathing appliances and gas masks (excl. protective masks having neither mechanical parts nor replaceable filters, and artificial respiration or other therapeutic respiration apparatus)","categ_9020","hs_code_902000"
"3.673","902110","0.0","Orthopaedic or fracture appliances","categ_9021","hs_code_902110"
"3.673","902121","0.0","Artificial teeth","categ_9021","hs_code_902121"
"3.673","902129","0.0","Dental fittings (excl. artificial teeth)","categ_9021","hs_code_902129"
"3.673","902131","0.0","Artificial joints for orthopaedic purposes","categ_9021","hs_code_902131"
"3.673","902139","0.0","Artificial parts of the body (excl. artificial teeth and dental fittings and artificial joints)","categ_9021","hs_code_902139"
"3.673","902140","0.0","Hearing aids (excl. parts and accessories)","categ_9021","hs_code_902140"
"3.673","902150","0.0","Pacemakers for stimulating heart muscles (excl. parts and accessories)","categ_9021","hs_code_902150"
"3.673","902190","0.0","Articles and appliances, which are worn or carried, or implanted in the body, to compensate for a defect or disability (excl. artificial parts of the body, complete hearing aids and complete pacemakers for stimulating heart muscles)","categ_9021","hs_code_902190"
"3.673","902212","0.0","Computer tomography apparatus","categ_9022","hs_code_902212"
"3.673","902213","0.0","Apparatus based on the use of X-rays for dental uses","categ_9022","hs_code_902213"
"3.673","902214","0.0","Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excl. for dental purposes and computer tomography apparatus)","categ_9022","hs_code_902214"
"3.673","902219","0.0","Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary uses)","categ_9022","hs_code_902219"
"3.673","902221","0.0","Apparatus based on the use of alpha, beta or gamma radiations, for medical, surgical, dental or veterinary uses","categ_9022","hs_code_902221"
"3.673","902229","0.0","Apparatus based on the use of alpha, beta or gamma radiations (other than for medical, surgical, dental or veterinary uses)","categ_9022","hs_code_902229"
"3.673","902230","0.0","X-ray tubes","categ_9022","hs_code_902230"
"3.673","902290","0.0","X-ray generators other than X-ray tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like, and general parts and accessories for apparatus of heading 9022, n.e.s.","categ_9022","hs_code_902290"
"3.673","902300","0.0","Instruments, apparatus and models designed for demonstrational purposes, e.g. in education or exhibitions, unsuitable for other uses (excl. ground flying trainers of heading 8805, collectors' pieces of heading 9705 and antiques of an age > 100 years of heading 9706)","categ_9023","hs_code_902300"
"3.673","902410","0.0","Machines and appliances for testing metals","categ_9024","hs_code_902410"
"3.673","902480","0.0","Machines and appliances for testing the mechanical properties of materials (excl. metals)","categ_9024","hs_code_902480"
"3.673","902490","0.0","Parts and accessories for machines and appliances for testing the mechanical properties of materials, n.e.s.","categ_9024","hs_code_902490"
"3.673","902511","0.0","Thermometers, liquid-filled, for direct reading, not combined with other instruments","categ_9025","hs_code_902511"
"3.673","902519","0.0","Thermometers and pyrometers, not combined with other instruments (excl. liquid-filled thermometers for direct reading)","categ_9025","hs_code_902519"
"3.673","902580","0.0","Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, whether or not combined with each other or with thermometers","categ_9025","hs_code_902580"
"3.673","902590","0.0","Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, n.e.s.","categ_9025","hs_code_902590"
"3.673","902610","100.0","Instruments and apparatus for measuring or checking the flow or level of liquids (excl. meters and regulators)","categ_9026","hs_code_902610"
"3.673","902620","100.0","Instruments and apparatus for measuring or checking pressure of liquids or gases (excl. regulators)","categ_9026","hs_code_902620"
"3.673","902680","100.0","Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.","categ_9026","hs_code_902680"
